,isin,nome,ticker,benchmark,ter,areaBenchmark,emittente,strumento,dataSource,startDate,endDate,volAvg
747,IE00BFWMMG89,UBS MSCI WORLD SELECT FACT MIX UCITS ETF,WOFM.MI,MSCI WORLD SELECT FACTOR MIX,0.0046,AZIONARIO STYLE (SVILUPPATI),UBS ETF,ETF,WOFM.MI,2018-07-18,2019-04-04,0
748,LU0799656698,OSSIAM WORLD MINIM VARIANCE NR UCITS ETF,WOMV.MI,OSSIAM WORLD MINIMUM VARIANCE NETR USD,0.0065,AZIONARIO MONDO,OSSIAM,ETF,LU0799656698,2012-10-22,2019-04-04,180
749,LU0629459743,UBS MSCI WORLD SOC RESP UCITS ETF A-DIS,WSREUA.MI,MSCI WORLD SOCIALLY RESPONSIBLE 5% ISSUER CAPPED,0.0025,AZIONARIO TEMATICI,UBS ETF,ETF,LU0629459743,2013-01-14,2019-04-04,1420
750,LU1861134382,AMUNDI MSCI WORLD SRI UCITS ETF DR,WSRI.MI,MSCI WORLD SRI,0.0018,AZIONARIO TEMATICI,AMUNDI,ETF,WSRI.MI,2018-11-27,2019-04-04,1203
751,IE00BDVPNG13,WISDOMTREE ARTIF INTEL UCITS ETF USD ACC,WTAI.MI,NASDAQ CTA ARTIFICIAL INTELLIGENCE NTR INDEX,0.004,AZIONARIO TEMATICI,WISDOMTREE,ETF,WTAI.MI,2018-12-11,2019-04-04,3227
753,LU0290357333,XTRACKERS II EUROZ GOVT 10-15 UCITS ETF,X105.MI,MARKIT IBOXX EUR EUROZONE (DE ES FR IT NL) 10-15TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,X105.MI,2007-11-07,2019-04-04,10
754,LU0290356871,XTRACKERS II EUROZ GOVT 1-3 UCITS ETF,X13E.MI,MARKIT IBOXX EUR EUROZONE (DE ES FR IT NL) 1-3 TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,X13E.MI,2007-11-07,2019-04-04,2586
756,LU0290357507,XTRACKERS II EUROZ GOVT 15-30 UCITS ETF,X15E.MI,MARKIT IBOXX EUR EUROZONE (DE ES FR IT NL) 15-30TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,X15E.MI,2007-11-07,2019-04-04,29
757,LU1681046774,AMUNDI GOV LOW RAT EMTS IG EUR UCITS ETF,X1G.MI,FTSE MTS LOWEST-RATED EUROZONE GOV BOND IG,0.0014,TITOLI DI STATO - EURO,AMUNDI,ETF,X1G.MI,2010-09-10,2019-04-04,5811
758,LU0290357846,XTRACKERS II EUROZ GOVT 25+ UCITS ETF,X25E.MI,MARKIT IBOXX EUR EUROZONE (DE ES FR IT NL) 25+ TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,X25E.MI,2007-11-07,2019-04-04,147
759,LU0290356954,XTRACKERS II EUROZ GOVT 3-5 UCITS ETF,X35E.MI,MARKIT IBOXX EUR EUROZONE (DE ES FR IT NL) 3-5 TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,X35E.MI,2007-11-07,2019-04-04,3428
760,LU0290357176,XTRACKERS II EUROZ GOVT 5-7 UCITS ETF,X57E.MI,MARKIT IBOXX EUR EUROZONE (DE ES FR IT NL) 5-7 TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,X57E.MI,2007-11-07,2019-04-04,837
761,LU0290357259,XTRACKERS II EUROZ GOVT 7-10 UCITS ETF,X710.MI,MARKIT IBOXX EUR EUROZONE (DE ES FR IT NL) 7-10 TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,X710.MI,2007-11-07,2019-04-04,1783
762,IE00B5MTWD60,INVESCO STX EUR 600 OPTIM BANK UCITS ETF,X7PS.MI,STOXX EUROPE 600 OPTIMISED BANKS TRN,0.003,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,X7PS.MI,2018-09-03,2019-04-04,4982
764,LU0328474803,XTRACKERS S&P ASX 200 UCITS ETF,XAUS.MI,S&P/ASX 200 TR,0.005,AZIONARIO PACIFICO,XTRACKERS,ETF,XAUS.MI,2008-03-14,2019-04-04,675
765,LU0322252171,XTRACK MSCI AC ASIA EXJPN SWAP UCITS ETF,XAXJ.MI,MSCI AC ASIA EX JAPAN TRN INDEX,0.0065,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,XAXJ.MI,2009-02-16,2019-04-04,2362
766,LU0468897110,XTRACKERS II GERMANY GOVT 1-3 UCITS ETF,XB13.MI,IBOXX EUR GERMANY 1-3 TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,XB13.MI,2011-01-25,2019-04-04,1
768,LU0484968655,XTRACK II EUR CORP BOND EXFIN UCITS ETF,XB4N.MI,BARCLAYS EURO CORPORATE EX-FINANCIALS BOND,0.002,OBBLIGAZIONARIO CORPORATE - EURO,XTRACKERS,ETF,XB4N.MI,2011-01-25,2019-04-04,1
769,LU0942970798,XTR II GL AGGR BOND SW EUR HED UCITS ETF,XBAE.MI,BARCLAYS GLOBAL AGGREGATE BOND EUR HEDGED TR,0.003,OBBLIGAZIONARIO MISTO,XTRACKERS,ETF,LU0942970798,2014-04-10,2019-04-04,7103
770,LU0942970103,XTRACKERS II GL AGGR BOND SWAP UCITS ETF,XBAG.MI,BARCLAYS GLOBAL AGGREGATE BOND TR,0.003,OBBLIGAZIONARIO MISTO,XTRACKERS,ETF,LU0942970103,2014-04-10,2019-04-04,3203
771,LU0478205379,XTRACKERS II EUR CORPORAT BOND UCITS ETF,XBLC.MI,BARCLAYS EURO CORPORATE BOND TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,XTRACKERS,ETF,XBLC.MI,2010-06-25,2019-04-04,4434
772,LU0613540268,XTRACKERS II ITAL GOV 0-1 SWAP UCITS ETF,XBOT.MI,MTS ITALY BOT - EX-BANK OF ITALY TR,0.0015,TITOLI DI STATO - ITALIA,XTRACKERS,ETF,XBOT.MI,2012-02-20,2019-04-04,5553
773,LU0613540185,XTRACKERS II ITALY GOVT BOND UCITS ETF,XBTP.MI,FTSE ITALIAN GOV BOND,0.002,TITOLI DI STATO - ITALIA,XTRACKERS,ETF,XBTP.MI,2012-02-20,2019-04-04,1219
774,LU0468896575,XTRACKERS II GERMANY GOVT UCITS ETF,XBTR.MI,IBOXX EUR GERMANY TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,XBTR.MI,2011-01-25,2019-04-04,26
775,LU0322250985,XTRACKERS CAC 40 UCITS ETF,XCAC.MI,CAC 40,0.002,AZIONARIO EUROPA - SINGOLI PAESI,XTRACKERS,ETF,XCAC.MI,2009-02-16,2019-04-04,485
776,LU0476289540,XTRACKERS MSCI CANADA UCITS ETF,XCAN.MI,MSCI CANADA TRN USD,0.0035,AZIONARIO NORD AMERICA,XTRACKERS,ETF,XCAN.MI,2010-07-26,2019-04-04,2543
777,LU0779800910,XTRACKERS CSI300 SWAP UCITS ETF,XCHA.MI,CSI 300,0.005,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,LU0779800910,2012-08-10,2019-04-04,109393
778,LU0494592974,XTRACKERS II AUSTRAL GOVT BOND UCITS ETF,XCS2.MI,FTSE AUSTRALIAN GOV BOND,0.0025,TITOLI DI STATO - NON EURO,XTRACKERS,ETF,LU0494592974,2013-10-23,2019-04-04,61
779,LU0514694701,XTRACKERS MSCI THAILAND UCITS ETF,XCS4.MI,MSCI THAILAND TRN,0.005,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,XCS4.MI,2011-04-08,2019-04-04,2234
780,LU0514695690,XTRACKERS MSCI CHINA UCITS ETF,XCS6.MI,MSCI CHINA TR NET DAILY USD,0.0065,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,XCS6.MI,2018-04-23,2019-04-04,7099
781,LU0292095535,XTRACKERS EUSTX QUALITY DIVID UCITS ETF,XD3E.MI,EURO STOXX QUALITY DIVIDEND 50,0.003,AZIONARIO STYLE (SVILUPPATI),XTRACKERS,ETF,XD3E.MI,2007-07-18,2019-04-04,2499
782,LU0846194776,XTRACKERS MSCI EMU UCITS ETF,XD5E.MI,MSCI EMU TRN,0.0015,AZIONARIO EUROPA - AREA,XTRACKERS,ETF,LU0846194776,2013-01-15,2019-04-04,17941
783,LU0835262626,XTRACKERS EUROSTX 50 EX FINANC UCITS ETF,XD5F.MI,EURO STOXX 50 EX FINANCIALS,0.002,AZIONARIO EUROPA - AREA,XTRACKERS,ETF,LU0835262626,2013-01-15,2019-04-04,754
784,IE00BJ0KDR00,XTRACKERS MSCI USA UCITS ETF,XD9U.MI,MSCI TRN USA INDEX,0.0009,AZIONARIO NORD AMERICA,XTRACKERS,ETF,IE00BJ0KDR00,2014-07-21,2019-04-04,30143
785,LU0274211480,XTRACKERS DAX UCITS ETF,XDAX.MI,DAX,0.0009,AZIONARIO EUROPA - SINGOLI PAESI,XTRACKERS,ETF,LU0274211480,2014-07-21,2019-04-04,7391
786,LU0292106167,XTRACK DBLCI COMM OPT YLD SWAP UCITS ETF,XDBC.MI,FX HEDGED DB LIQUID COMM IND OPTIMUM Y BALANCED,0.0055,COMMODITIES,XTRACKERS,ETF,XDBC.MI,2009-02-16,2019-04-04,7130
787,IE00BL25JN58,XTRACKERS MSCI WORLD MINIM VOL UCITS ETF,XDEB.MI,DB EQUITY LOW BETA FACTOR TRN,0.0025,AZIONARIO STYLE (SVILUPPATI),XTRACKERS,ETF,IE00BL25JN58,2015-09-09,2019-04-04,1084
788,IE00BL25JP72,XTRACKERS MSCI WORLD MOMENTUM UCITS ETF,XDEM.MI,DB EQUITY MOMENTUM FACTOR TRN,0.0025,AZIONARIO STYLE (SVILUPPATI),XTRACKERS,ETF,IE00BL25JP72,2015-09-09,2019-04-04,2042
789,IE00BYPHT736,XTRACK IBX EUR CORPE YLD PLUS UCITS ETF,XDEP.MI,MARKIT IBOXX EUR CORPORATES YIELD PLUS INDEX,0.0025,OBBLIGAZIONARIO CORPORATE - EURO,XTRACKERS,ETF,IE00BYPHT736,2016-09-01,2019-04-04,15742
790,IE00BL25JL35,XTRACKERS MSCI WORLD QUALITY UCITS ETF,XDEQ.MI,DB EQUITY QUALITY FACTOR TRN,0.0025,AZIONARIO STYLE (SVILUPPATI),XTRACKERS,ETF,IE00BL25JL35,2015-09-09,2019-04-04,1966
791,LU0489337690,XTRACKERS FTSE DEV EU REAL EST UCITS ETF,XDER.MI,FTSE EPRA NAREIT DEVELOP EU RE TR,0.004,REAL ESTATE,XTRACKERS,ETF,XDER.MI,2010-07-26,2019-04-04,1918
792,IE00BL25JM42,XTRACKERS MSCI WORLD VALUE UCITS ETF,XDEV.MI,DB EQUITY VALUE FACTOR TRN,0.0025,AZIONARIO STYLE (SVILUPPATI),XTRACKERS,ETF,IE00BL25JM42,2015-09-09,2019-04-04,1812
793,IE00BZ036J45,XTRACKERS USD CORP BOND EU HED UCITS ETF,XDGE.MI,BARCLAYS USD LIQUID INVESTMENT GRADE CORPORATE IND,0.0025,OBBLIGAZIONARIO CORPORATE - NON EURO,XTRACKERS,ETF,IE00BZ036J45,2016-09-01,2019-04-04,1340
794,IE00BZ036H21,XTRACKERS USD CORPORATE BOND UCITS ETF,XDGU.MI,BARCLAYS USD LIQUID INVESTMENT GRADE CORPORATE,0.002,OBBLIGAZIONARIO CORPORATE - NON EURO,XTRACKERS,ETF,IE00BZ036H21,2016-02-19,2019-04-04,2370
796,IE00BRB36B93,XTRACKERS JPX-NIKK 400 EUR HED UCITS ETF,XDNE.MI,JPX-NIKKEI 400 EUR HEDGED,0.003,AZIONARIO PACIFICO,XTRACKERS,ETF,IE00BRB36B93,2016-02-19,2019-04-04,5977
798,IE00BM67HW99,XTRACKERS S&P 500 EUR HED UCITS ETF,XDPE.MI,S&P 500 EURO HEDGED TRN,0.003,AZIONARIO NORD AMERICA,XTRACKERS,ETF,IE00BM67HW99,2015-04-09,2019-04-04,6642
799,IE00BM67HM91,XTRACKERS MSCI WORLD ENERGY UCITS ETF,XDW0.MI,MSCI WORLD ENERGY NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HM91,2016-03-30,2019-04-04,4098
800,IE00BM67HP23,XTRACKERS MSCI WORLD CONS DIS UCITS ETF,XDWC.MI,MSCI WORLD CONSUMER DISCRETIONARY NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HP23,2016-03-30,2019-04-04,560
801,IE00BJ0KDQ92,XTRACKERS MSCI WORLD UCITS ETF,XDWD.MI,MSCI TRN WORLD INDEX,0.0019,AZIONARIO MONDO,XTRACKERS,ETF,IE00BJ0KDQ92,2015-09-09,2019-04-04,1971
802,IE00BM67HL84,XTRACKERS MSCI WORLD FINANCIAL UCITS ETF,XDWF.MI,MSCI WORLD FINANCIALS NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HL84,2016-03-30,2019-04-04,4335
803,IE00BM67HK77,XTRACKERS MSCI WORLD HEAL CARE UCITS ETF,XDWH.MI,MSCI WORLD HEALTH CARE NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HK77,2016-03-30,2019-04-04,6938
804,IE00BM67HV82,XTRACKERS MSCI WORLD INDUSTR UCITS ETF,XDWI.MI,MSCI WORLD INDUSTRIALS NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HV82,2016-03-30,2019-04-04,347
805,IE00BM67HS53,XTRACKERS MSCI WORLD MATERIALS UCITS ETF,XDWM.MI,MSCI WORLD MATERIALS NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HS53,2016-03-30,2019-04-04,376
806,IE00BM67HN09,XTRACKERS MSCI WORLD CONS STAP UCITS ETF,XDWS.MI,MSCI WORLD CONSUMER STAPLES NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HN09,2016-03-30,2019-04-04,1291
807,IE00BM67HT60,XTRACKERS MSCI WORLD INFOR TEC UCITS ETF,XDWT.MI,MSCI WORLD INFORMATION TECHNOLOGY NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HT60,2016-03-30,2019-04-04,8317
808,IE00BM67HQ30,XTRACKERS MSCI WORLD UTILITIES UCITS ETF,XDWU.MI,MSCI WORLD UTILITIES NTR,0.0045,AZIONARIO SETTORIALI (SVILUPPATI),XTRACKERS,ETF,IE00BM67HQ30,2016-03-30,2019-04-04,920
809,LU0290358224,XTRACKERS II EUROZ INFL-LINK UCITS ETF,XEIN.MI,BLOOMBERG BARCLAYS EURO GOV INFLATION-LINKED BOND,0.002,INFLAZIONE,XTRACKERS,ETF,XEIN.MI,2007-11-07,2019-04-04,1870
810,LU0321462953,XTRACKERS II EM BOND EUR H C UCITS ETF,XEMB.MI,FTSE EMER MARKETS USD GOV AND GOV-REL BOND SEL NTR,0.004,TITOLI DI STATO - EMERGENTI,XTRACKERS,ETF,XEMB.MI,2008-06-27,2019-04-04,1036
811,LU0290358497,XTRACKERS II EUR OVNI RATE SWA UCITS ETF,XEON.MI,EONIA TR INDEX,0.0005,LIQUIDITA',XTRACKERS,ETF,XEON.MI,2007-11-07,2019-04-04,485
812,LU0380865021,XTRACKERS EURO STOXX 50 UCITS ETF 1C,XESC.MI,EURO STOXX 50 TRN,0.0009,AZIONARIO EUROPA - AREA,XTRACKERS,ETF,XESC.MI,2009-02-18,2019-04-04,65558
813,IE00BYTRMY76,XTRACKERS EUROZ GOV QUAL WEIGH UCITS ETF,XESQ.MI,MARKIT IBOXX EUR EUROZONE SOVEREIGNS QUA WEIGH IND,0.002,TITOLI DI STATO - EURO,XTRACKERS,ETF,IE00BYTRMY76,2016-09-01,2019-04-04,15
814,LU0274211217,XTRACKERS EURO STOXX 50 UCITS ETF 1D,XESX.MI,EURO STOXX 50,0.0009,AZIONARIO EUROPA - AREA,XTRACKERS,ETF,XESX.MI,2007-02-15,2019-04-04,13572
815,LU0321465469,XTRACKERS II USD OVNI RATE SWA UCITS ETF,XFFE.MI,FED FUNDS EFFECTIVE RATE TR,0.0015,LIQUIDITA',XTRACKERS,ETF,XFFE.MI,2008-01-29,2019-04-04,2699
816,LU0322252924,XTRACKERS FTSE VIETNAM SWAP UCITS ETF,XFVT.MI,FTSE VIETNAM TR,0.0085,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,XFVT.MI,2008-03-14,2019-04-04,17324
817,LU0730820569,XTRACK II GERM GOVT 7-10 SWAP UCITS ETF,XG71.MI,IBOXX EUR GERMANY 7-10 TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,XG71.MI,2012-04-26,2019-04-04,1056
818,LU0908508731,XTRACKERS II GLOB GOVT BOND UCITS ETF 5C,XG7S.MI,FTSE WORLD GOV BOND UNHEDGED,0.0025,TITOLI DI STATO - MONDO,XTRACKERS,ETF,LU0908508731,2013-10-23,2019-04-04,2017
819,LU0962078753,XTRACK II GL INF-LINK EUR H D UCITS ETF,XGII.MI,BLOOMBERG BARCLAYS WORLD GOV INFL-LIN BOND EUR HED,0.0025,INFLAZIONE,XTRACKERS,ETF,LU0962078753,2017-09-29,2019-04-04,41
820,LU0290357929,XTRACKERS II GL INF-LINK EUR H UCITS ETF,XGIN.MI,BLOOMBERG BARCLAYS WORLD GOV INFLATION-LINKED BOND,0.0025,INFLAZIONE,XTRACKERS,ETF,XGIN.MI,2007-11-07,2019-04-04,1317
821,LU0908508814,XTRACKERS II GL INFL-LINKED UCITS ETF 5C,XGIU.MI,BLOOMBERG BARCLAYS WORLD GOV INFLATION-LINKED BOND,0.0025,INFLAZIONE,XTRACKERS,ETF,LU0908508814,2013-10-23,2019-04-04,13088
822,LU0290355717,XTRACKERS II EUROZ GOVT UCITS ETF 1C,XGLE.MI,IBOXX SOVEREIGNS EUROZONE TR,0.0015,TITOLI DI STATO - EURO,XTRACKERS,ETF,XGLE.MI,2007-11-06,2019-04-04,2729
823,LU0292096186,XTRACK STX GL SEL DIV 100 SWAP UCITS ETF,XGSD.MI,STOXX GLOBAL SELECT DIVIDEND 100,0.005,AZIONARIO STYLE (SVILUPPATI),XTRACKERS,ETF,XGSD.MI,2007-07-18,2019-04-04,2287
824,LU0378818131,XTRACKERS II GL GOVT EUR HED C UCITS ETF,XGSH.MI,FTSE WORLD GOV BOND HEDGED,0.0025,TITOLI DI STATO - MONDO,XTRACKERS,ETF,XGSH.MI,2009-02-12,2019-04-04,2371
825,LU0690964092,XTRACKERS II GL GOVT EUR HED D UCITS ETF,XGVD.MI,FTSE WORLD GOV BOND HEDGED,0.0025,TITOLI DI STATO - MONDO,XTRACKERS,ETF,LU0690964092,2012-01-31,2019-04-04,820
826,LU1109939865,XTR II EU HI YLD CORP 1-3 SWAP UCITS ETF,XHY1.MI,MARKIT IBOXX EUR LIQUID HIGH YIELD 1-3 TR,0.0035,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,XTRACKERS,ETF,LU1109939865,2015-05-21,2019-04-04,51681
827,LU1109942653,XTRACK II EUR HI YLD CORP BOND UCITS ETF,XHYG.MI,MARKIT IBOXX EUR LIQUID HIGH YIELD TR,0.0035,OBBLIGAZIONARIO CORPORATE - HIGH YIELD,XTRACKERS,ETF,LU1109942653,2015-05-21,2019-04-04,59378
828,LU0613540698,XTRACKERS II ITAL GOV AGG SWAP UCITS ETF,XITA.MI,MTS ITALY AGGREGATE - EX-BANK OF ITALY TR,0.002,TITOLI DI STATO - ITALIA,XTRACKERS,ETF,XITA.MI,2012-02-20,2019-04-04,36
829,LU0952581584,XTRACKERS II JAPAN GOVT BOND UCITS ETF,XJSE.MI,FTSE JAPANESE GOV BOND,0.0015,TITOLI DI STATO - NON EURO,XTRACKERS,ETF,LU0952581584,2013-12-13,2019-04-04,78805
830,IE00B3XM3R14,INVESCO MATER S&P US SEL SEC UCITS ETF,XLBS.MI,S&P SELECT SECTOR CAPPED 20% MATERIALS NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B3XM3R14,2014-09-05,2019-04-04,79
832,IE00B435CG94,INVESCO ENERGY S&P US SEL SECT UCITS ETF,XLES.MI,S&P SELECT SECTOR CAPPED 20% ENERGY NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B435CG94,2014-09-05,2019-04-04,256
833,IE00B42Q4896,INVESCO FINANCS S&P US SEL SEC UCITS ETF,XLFS.MI,S&P SELECT SECTOR CAPPED 20% FINANCIALS NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B42Q4896,2014-09-05,2019-04-04,957
834,LU0820950128,XTRACKERS II EU COV BOND SWAP UCITS ETF,XLIQ.MI,MARKIT IBOXX EUR LIQUID COVERED INDEX TR,0.002,OBBLIGAZIONARIO CORPORATE - EURO,XTRACKERS,ETF,LU0820950128,2013-01-11,2019-04-04,6
835,IE00B3YC1100,INVESCO INDUSTR S&P US SEL SEC UCITS ETF,XLIS.MI,S&P SELECT SECTOR CAPPED 20% INDUSTRIALS NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B3YC1100,2014-09-05,2019-04-04,255
836,IE00B3VSSL01,INVESCO TECHNO S&P US SEL SEC UCITS ETF,XLKS.MI,S&P SELECT SECTOR CAPPED 20% TECHNOLOGY NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B3VSSL01,2014-09-05,2019-04-04,655
837,LU0322250712,XTRACKERS LPX PRIVATE EQ SWAP UCITS ETF,XLPE.MI,LPX MAJOR MARKET TR,0.007,AZIONARIO TEMATICI,XTRACKERS,ETF,XLPE.MI,2008-03-14,2019-04-04,394
838,IE00B435BG20,INVESCO CON STA S&P US SEL SEC UCITS ETF,XLPS.MI,S&P SELECT SECTOR CAPPED 20% CONSUMER STAPLES NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B435BG20,2014-09-05,2019-04-04,346
839,IE00B3VPKB53,INVESCO UTIL S&P US SEL SEC UCITS ETF,XLUS.MI,S&P SELECT SECTOR CAPPED 20% UTILITIES NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B3VPKB53,2014-09-05,2019-04-04,607
840,IE00B3WMTH43,INVESCO HEA CAR S&P US SEL SEC UCITS ETF,XLVS.MI,S&P SELECT SECTOR CAPPED 20% HEALTH CARE NTR,0.0014,AZIONARIO SETTORIALI (SVILUPPATI),INVESCO,ETF,IE00B3WMTH43,2014-09-05,2019-04-04,529
842,LU0292107991,XTRACKERS MSCI EM ASIA SWAP UCITS ETF,XMAS.MI,MSCI EM ASIA TRN INDEX,0.0065,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,XMAS.MI,2007-07-18,2019-04-04,1271
843,IE00BGHQ0G80,XTRACKERS MSCI AC WORLD UCITS ETF,XMAW.MI,MSCI ACWI EUR TRN,0.005,AZIONARIO MONDO,XTRACKERS,ETF,IE00BGHQ0G80,2014-07-21,2019-04-04,11878
844,LU0292109344,XTRACKERS MSCI BRAZIL UCITS ETF,XMBR.MI,MSCI BRAZIL TRN INDEX,0.0065,AZIONARIO EMERGENTI - CENTRO/SUD AMERICA,XTRACKERS,ETF,XMBR.MI,2007-07-18,2019-04-04,1991
845,LU0292109005,XTRACKERS MSCI EM EMEA SWAP UCITS ETF,XMEA.MI,MSCI EM EMEA TRN INDEX,0.0065,AZIONARIO EMERGENTI - MONDO,XTRACKERS,ETF,XMEA.MI,2007-07-18,2019-04-04,2628
846,LU0292107645,XTRACKERS MSCI EMERG MKTS SWAP UCITS ETF,XMEM.MI,MSCI EMERGING MARKETS TRN INDEX,0.0065,AZIONARIO EMERGENTI - MONDO,XTRACKERS,ETF,XMEM.MI,2007-07-18,2019-04-04,11137
847,LU0274209237,XTRACKERS MSCI EUROPE UCITS ETF,XMEU.MI,MSCI TRN EUROPE INDEX,0.003,AZIONARIO EUROPA - AREA,XTRACKERS,ETF,XMEU.MI,2007-02-15,2019-04-04,4056
848,LU0476289466,XTRACKERS MSCI MEXICO UCITS ETF,XMEX.MI,MSCI MEXICO TRN,0.0065,AZIONARIO EMERGENTI - CENTRO/SUD AMERICA,XTRACKERS,ETF,XMEX.MI,2010-07-26,2019-04-04,49667
849,LU0274212538,XTRACKERS FTSE MIB UCITS ETF,XMIB.MI,FTSE MIB,0.003,AZIONARIO ITALIA,XTRACKERS,ETF,XMIB.MI,2007-02-15,2019-04-04,3927
850,LU0476289623,XTRACKERS MSCI INDONESIA SWAP UCITS ETF,XMIN.MI,MSCI INDONESIA TRN,0.0065,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,XMIN.MI,2011-01-26,2019-04-04,7324
851,LU0274209740,XTRACKERS MSCI JAPAN UCITS ETF 1C,XMJP.MI,MSCI TRN JAPAN INDEX,0.005,AZIONARIO PACIFICO,XTRACKERS,ETF,XMJP.MI,2007-02-15,2019-04-04,5241
853,LU0292100046,XTRACKERS MSCI KOREA UCITS ETF,XMKO.MI,MSCI KOREA TRN,0.0065,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,XMKO.MI,2007-09-18,2019-04-04,176
854,LU0292108619,XTRACKERS MSCI EM LATAM SWAP UCITS ETF,XMLA.MI,MSCI EM LATIN AMERICA USD NET RETURN,0.0065,AZIONARIO EMERGENTI - CENTRO/SUD AMERICA,XTRACKERS,ETF,XMLA.MI,2007-07-18,2019-04-04,864
855,IE00BTJRMP35,XTRACKERS MSCI EMERG MARKETS UCITS ETF,XMME.MI,MSCI EMERGING MARKETS TRN INDEX,0.002,AZIONARIO EMERGENTI - MONDO,XTRACKERS,ETF,IE00BTJRMP35,2017-09-29,2019-04-04,3947
856,LU0322252502,XTRACKERS MSCI RUSSIA CAP SWAP UCITS ETF,XMRC.MI,MSCI RUSSIA CAPPED,0.0065,AZIONARIO EMERGENTI - EST EUROPA,XTRACKERS,ETF,XMRC.MI,2008-03-14,2019-04-04,1422
857,LU0292109187,XTRACKERS MSCI TAIWAN UCITS ETF,XMTW.MI,MSCI TAIWAN TRN INDEX,0.0065,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,XMTW.MI,2007-07-18,2019-04-04,1734
858,LU0274210672,XTRACKERS MSCI USA SWAP UCITS ETF,XMUS.MI,MSCI TRN USA INDEX,0.003,AZIONARIO NORD AMERICA,XTRACKERS,ETF,XMUS.MI,2007-02-15,2019-04-04,7019
859,IE00BDGN9Z19,XTRACKERS MSCI EMU MINIM VOL UCITS ETF,XMVE.MI,MSCI EMU MINIMUM VOLATILITY TRN,0.0025,AZIONARIO EUROPA - AREA,XTRACKERS,ETF,IE00BDGN9Z19,2017-03-13,2019-04-04,2451
860,IE00BDB7J586,XTRACKERS MSCI USA MINIM VOL UCITS ETF,XMVU.MI,MSCI USA MINIMUM VOLATILITY TRN,0.002,AZIONARIO NORD AMERICA,XTRACKERS,ETF,IE00BDB7J586,2017-03-13,2019-04-04,690
861,LU0274208692,XTRACKERS MSCI WORLD SWAP UCITS ETF,XMWO.MI,MSCI TRN WORLD INDEX,0.0045,AZIONARIO MONDO,XTRACKERS,ETF,XMWO.MI,2007-02-15,2019-04-04,8930
862,LU0292109690,XTRACKERS NIFTY 50 SWAP UCITS ETF,XNIF.MI,NIFTY 50,0.0085,AZIONARIO EMERGENTI - ASIA,XTRACKERS,ETF,XNIF.MI,2007-07-30,2019-04-04,576
